車種名,モデル,グレード,支払総額,年式,走行距離,修復歴,ミッション,排気量,取得日時,ソースURL
LC,情報なし,500h Sパッケージ TRDエアロ トランクスポイラー,679.9万円,2017(H29),6.5万km,なし,フロアCVT,3450CC,2025-06-17T12:22:22.784702,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 赤革シート 電動オープン マークレビンソン,1060万円,2020(R02),1.3万km,あり,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.784702,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ レクソン(フロントリップ・サイド),870万円,2017(H29),3.8万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.786232,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ モデリスタフルエアロ/マクレビ/カラーHUD,968.9万円,2020(R02),1.7万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.787285,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ 某金メダリスト使用車ヴァルドフルキット,873万円,2017(H29),3.2万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.788837,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500h Lパッケージ 橙・白・青革シート　TRD21インチ,768万円,2017(H29),2.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:22.790016,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500h Sパッケージ 赤革 マクレビ TRD21AW TRDエアロ 3眼LED,658.7万円,2017(H29),5.4万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:22.791520,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ オーカーインテリア　マークレビンソン,856万円,2017(H29),1.4万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.792628,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500h Lパッケージ セミアニリン本革/オーカー 寒冷地仕様,734.7万円,2017(H29),3.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:22.793680,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ 買取車　禁煙車　レッドインテリア,826万円,2017(H29),1.8万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:22.795914,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Sパッケージ TRDエアロ/Rスポイラー D記録簿R1年-R6年,840.6万円,2018(H30),3.3万km,なし,フロア10AT,5000CC,2025-06-17T12:22:22.795914,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500h Sパッケージ 21AW 　ACC 　TVキャンセル,639万円,2018(H30),4.4万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:22.796961,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500h Lパッケージ セミアニリンブラックレザー　OP21AW,695万円,2017(H29),2.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:22.799007,https://www.carsensor.net/usedcar/bLE/s019/index4.html
LC,情報なし,500 Lパッケージ,840万円,2018(H30),2.6万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.296730,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 エッジ 限定60台 専用マットカラー,1885.5万円,2024(R06),150km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.297778,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ 車検8年1月ディラー整備,1500万円,2019(H31),600km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.298767,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 EDGE仕様 レイズG16 ヤマハPerf ダンパー,1608万円,2018(H30),0.1万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.299317,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Sパッケージ TRDエアロ　漆黒エッジパーツ　ローダウン,718万円,2017(H29),3.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.300419,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ ヘッドアップディスプレイ　黒本革,631.8万円,2017(H29),7.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.301470,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ モデリスタ21インチ&エアロ　マクレビ,870万円,2020(R02),2.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.302519,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ TRDエアロ　ETC　ナビ　TV,948万円,2019(H31),0.8万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.303567,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ 黒革シート　ガラスルーフ　純正ナビTV,664.6万円,2017(H29),6.5万km,なし,フロアCVT,3500CC,2025-06-17T12:22:24.304621,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ モデリスタスタイリング TRD21鍛造AW,1053.8万円,2020(R02),2万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.306918,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ マークレビンソン　21インチアルミ　寒冷地,1206.5万円,2022(R04),0.9万km,なし,フロア10AT,5000CC,2025-06-17T12:22:24.308270,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ,829万円,2017(H29),2.2万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.308819,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ TRDエアロ　TRD21　マークレビンソン,868万円,2017(H29),1.7万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.309942,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Sパッケージ,757.6万円,2018(H30),2.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.311128,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ モデリスタ(F/S/R)マクレビ　禁煙車　ETC,1095万円,2023(R05),3.9万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.312176,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ TRDエアロ　TRD鍛造ホイール　マークレビSS,778.6万円,2017(H29),4万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.314270,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ TRDエアロパーツ,790万円,2020(R02),9万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.314270,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ ガラスルーフ　寒冷地仕様　EGスターター,585万円,2017(H29),10.6万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.316365,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ,1020.9万円,2020(R02),1.2万km,なし,フロア10AT,5000CC,2025-06-17T12:22:24.317412,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ TRDエアロ　ブラックインテリア,856万円,2017(H29),3.2万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.317412,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ マークレビンソン 純21インチAW 本革シート,803.9万円,2017(H29),2.3万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.318964,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ 可変バルブマフラー　ガラスルーフ,861.7万円,2018(H30),2万km,なし,フロア10AT,5000CC,2025-06-17T12:22:24.320114,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ,応談,2017(H29),2.5万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.321161,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Lパッケージ ガラスルーフ　21インチAW　HUD,757.3万円,2017(H29),5.8万km,なし,フロア10AT,5000CC,2025-06-17T12:22:24.322280,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ HUD クルコン TV 電動シート,776.7万円,2017(H29),6.6万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.323331,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ 茶レザー　ガラスルーフ,810万円,2019(R01),1.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.324379,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Sパッケージ ブラックハーフレザー　マークレビンソン,778万円,2018(H30),2.6万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.325426,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ ブリッツ車高調21インチAWワンオフマフラー,849.8万円,2019(R01),5.6万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:24.326473,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Sパッケージ,758万円,2017(H29),2万km,なし,フロアCVT,3500CC,2025-06-17T12:22:24.327521,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500h Lパッケージ 外装色ソニックチタニウム　ドラレコ,880万円,2019(H31),1.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:24.329070,https://www.carsensor.net/usedcar/bLE/s019/index5.html
LC,情報なし,500 Sパッケージ ROWEN　AIMGAIN　パーツ,880万円,2017(H29),3.7万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.872753,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ,719万円,2017(H29),6.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.873930,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h CPO認定中古車 アルカンターラ・ドラレコ,853.1万円,2019(R01),2.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.874969,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Sパッケージ 地デジナビ　エンジンスターター　シートHC,948.6万円,2017(H29),2.6万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.876022,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ MC後モデル　ガラスパノラマルーフ,1218万円,2023(R05),0.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.877069,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ 黒ハーフレザーカーボンルーフ3眼LED,794万円,2017(H29),2.6万km,なし,フロアCVT,3500CC,2025-06-17T12:22:25.878119,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ マークレビンソン　カーボンルーフ,780万円,2017(H29),5.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.879114,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ バックカメラ・ドラレコ・ETC,695万円,2017(H29),7.4万km,あり,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.880172,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Sパッケージ TRDエアロ 21インチアルミ ユーザー仕入れ,899万円,2017(H29),3.5万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.881174,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 ワイドフェンダー202センチエアサス公認,1040万円,2017(H29),1.6万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.883270,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Lパッケージ TRDフルエアロ TRD21AW HUD 記録簿 禁煙,839万円,2019(R01),4.5万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.884317,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ,954.3万円,2021(R03),0.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.885364,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Sパッケージ マクレビ WEST サス仕様,1238万円,2022(R04),0.6万km,なし,フロア10AT,5000CC,2025-06-17T12:22:25.885364,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ ・本革シート・サンルーフ・純正ナビTV,959.6万円,2017(H29),1.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.887608,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Sパッケージ ワンオーナー,999万円,2021(R03),2.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.887608,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ ナビTV　茶革　マークレビンソン　BSM,778万円,2017(H29),3.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.889160,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Sパッケージ TRDエアロ・マークレビンソン,888.5万円,2018(H30),1.9万km,なし,フロア10AT,5000CC,2025-06-17T12:22:25.890311,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 アヴィエーション 日本市場70台　世界200台限定生産車,1455万円,2021(R03),0.2万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.891359,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 エッジ 60台限定車 専用エクステリア/インテリア,1790万円,2023(R05),490km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.892409,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 ストラクチュラルブルー,1037.3万円,2018(H30),2.9万km,なし,フロア10AT,5000CC,2025-06-17T12:22:25.894558,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ サンルーフ,948万円,2018(H30),1.4万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.895607,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ メーター交換　記録簿記載有り,774.2万円,2017(H29),交換車3.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.896656,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h Lパッケージ ステルスプロテクションフィルム TRD SR,780万円,2018(H30),3.5万km,なし,フロアCVT,3500CC,2025-06-17T12:22:25.897703,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h ストラクチュラルブルー ブルーモーメント,990万円,2018(H30),2.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.898700,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Lパッケージ MODELLISTA前横エアロ・黒内装・マクレビ,1236万円,2021(R03),3.5万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.899252,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500h ストラクチュラルブルー 特別仕様車/内装ブルーモーメント,1078.5万円,2018(H30),1.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:25.900357,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 LB-WORKS エアサス Fi Exhaust FORGETECH,1415.3万円,2018(H30),1.9万km,なし,フロアMTモード付10AT,5000CC,2025-06-17T12:22:25.901408,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,500 Lパッケージ メモリーナビTV バックモニター,858万円,2020(R02),1.5万km,なし,フロア10AT,5000CC,2025-06-17T12:22:25.902457,https://www.carsensor.net/usedcar/bLE/s019/index6.html
LC,情報なし,LC500 Sパッケージ TRDエアロ 22AW,1379万円,2017(H29),0.5万km,なし,その他MTモード付AT,5000CC,2025-06-17T12:22:25.903506,https://www.carsensor.net/usedcar/bLE/s019/index6.html
